DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, water",,,20.3,deg C,,,,,,,River closed for fishing due to high temps.,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Total dissolved solids,,,26,mg/l,,,,,,,River closed for fishing due to high temps.,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen saturation,,,101,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-22,10:00:00,,,,,,Nitrate,,Unfiltered,5,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-22,10:00:00,,,,,,Orthophosphate,,Unfiltered,1,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,pH,,,6.43,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Specific conductance,,,24.1,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, water",,,20.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen (DO),,,10.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen saturation,,,110,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,pH,,,6.62,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Specific conductance,,,21.9,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, air",,,32,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, water",,,21,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen saturation,,,103,%,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,pH,,,7.66,None,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Salinity,,,0.53,ppt,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Specific conductance,,,79.6,uS/cm,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, air",,,26,deg C,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, water",,,20.8,deg C,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Total dissolved solids,,,702,mg/l,,,,,,,"River closed from fishing due to high temperatures.  Cloudy, Breezy, 26°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen saturation,,,101,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,pH,,,7.4,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Salinity,,,0.44,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Specific conductance,,,960,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, air",,,26,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, water",,,20.9,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Total dissolved solids,,,588.5,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen saturation,,,106,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,pH,,,6.95,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Specific conductance,,,22.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, water",,,21.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR4,Indian Bay River 4,49.04016,-53.88125,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Total dissolved solids,,,14.95,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen (DO),,,10.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen saturation,,,111,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,pH,,,6.73,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Specific conductance,,,27.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, water",,,21.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Total dissolved solids,,,14.95,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Dissolved oxygen saturation,,,107,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,pH,,,6.62,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Specific conductance,,,27.4,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, air",,,32,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,"Temperature, water",,,21.7,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-29,10:00:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen saturation,,,103,%,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,pH,,,7.7,None,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Salinity,,,0.96,ppt,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Specific conductance,,,1909,uS/cm,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, air",,,22,deg C,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, water",,,21.8,deg C,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Total dissolved solids,,,1241.5,mg/l,,,,,,,"River closed from fishing due to high temperatures Sunny, Light Wind, 22°C",,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen saturation,,,107,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,pH,,,7.6,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Salinity,,,1.68,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Specific conductance,,,3150,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, water",,,22.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR2,Indian Bay River 2,49.03986,-53.87988,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Total dissolved solids,,,2160,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen saturation,,,102,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-08-05,14:30:00,,,,,,Nitrate,,Unfiltered,5,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-08-05,14:30:00,,,,,,Orthophosphate,,Unfiltered,1,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,pH,,,7.75,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Salinity,,,0.41,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Specific conductance,,,833,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, water",,,23.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Total dissolved solids,,,539.5,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen saturation,,,101,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,pH,,,6.95,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Salinity,,,0.07,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Specific conductance,,,22,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, air",,,22,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, water",,,24.4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR5,Indian Bay River 5,49.04186,-53.886,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Dissolved oxygen saturation,,,105,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,pH,,,6.82,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Specific conductance,,,21.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, air",,,22,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,"Temperature, water",,,24.1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR6,Indian Bay River 6,49.04441,-53.88716,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-05,14:30:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,,,,,,,,,
